Plot Title: 10005377,Plot Title: 10005377,
"Date Time, GMT-07:00","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10005377, SEN S/N: 10005377)"
6/29/2012,15:00,13.064
6/29/2012,16:00,13.329
6/29/2012,17:00,13.425
6/29/2012,18:00,13.377
6/29/2012,19:00,13.401
6/29/2012,20:00,13.401
6/29/2012,21:00,13.449
6/29/2012,22:00,13.449
6/29/2012,23:00,13.473
6/30/2012,0:00,13.449
6/30/2012,1:00,13.449
6/30/2012,2:00,13.401
6/30/2012,3:00,13.329
6/30/2012,4:00,13.305
6/30/2012,5:00,13.233
6/30/2012,6:00,13.185
6/30/2012,7:00,13.088
6/30/2012,8:00,12.992
6/30/2012,9:00,12.968
6/30/2012,10:00,12.944
6/30/2012,11:00,12.944
6/30/2012,12:00,12.968
6/30/2012,13:00,13.04
6/30/2012,14:00,13.088
6/30/2012,15:00,13.112
6/30/2012,16:00,13.185
6/30/2012,17:00,13.257
6/30/2012,18:00,13.257
6/30/2012,19:00,13.209
6/30/2012,20:00,13.209
6/30/2012,21:00,13.185
6/30/2012,22:00,13.137
6/30/2012,23:00,13.064
7/1/2012,0:00,12.968
7/1/2012,1:00,12.871
7/1/2012,2:00,12.823
7/1/2012,3:00,12.775
7/1/2012,4:00,12.703
7/1/2012,5:00,12.654
7/1/2012,6:00,12.582
7/1/2012,7:00,12.534
7/1/2012,8:00,12.461
7/1/2012,9:00,12.413
7/1/2012,10:00,12.413
7/1/2012,11:00,12.413
7/1/2012,12:00,12.389
7/1/2012,13:00,12.437
7/1/2012,14:00,12.485
7/1/2012,15:00,12.509
7/1/2012,16:00,12.558
7/1/2012,17:00,12.63
7/1/2012,18:00,12.606
7/1/2012,19:00,12.558
7/1/2012,20:00,12.485
7/1/2012,21:00,12.413
7/1/2012,22:00,12.364
7/1/2012,23:00,12.34
7/2/2012,0:00,12.316
7/2/2012,1:00,12.292
7/2/2012,2:00,12.292
7/2/2012,3:00,12.243
7/2/2012,4:00,12.171
7/2/2012,5:00,12.074
7/2/2012,6:00,11.977
7/2/2012,7:00,11.929
7/2/2012,8:00,11.856
7/2/2012,9:00,11.807
7/2/2012,10:00,11.807
7/2/2012,11:00,11.807
7/2/2012,12:00,11.832
7/2/2012,13:00,11.807
7/2/2012,14:00,11.856
7/2/2012,15:00,11.88
7/2/2012,16:00,11.904
7/2/2012,17:00,11.904
7/2/2012,18:00,11.904
7/2/2012,19:00,11.88
7/2/2012,20:00,11.929
7/2/2012,21:00,12.001
7/2/2012,22:00,11.977
7/2/2012,23:00,11.856
7/3/2012,0:00,11.807
7/3/2012,1:00,11.807
7/3/2012,2:00,11.783
7/3/2012,3:00,11.734
7/3/2012,4:00,11.662
7/3/2012,5:00,11.565
7/3/2012,6:00,11.492
7/3/2012,7:00,11.419
7/3/2012,8:00,11.37
7/3/2012,9:00,11.321
7/3/2012,10:00,11.321
7/3/2012,11:00,11.321
7/3/2012,12:00,11.321
7/3/2012,13:00,11.346
7/3/2012,14:00,11.419
7/3/2012,15:00,11.443
7/3/2012,16:00,11.516
7/3/2012,17:00,11.613
7/3/2012,18:00,11.613
7/3/2012,19:00,11.637
7/3/2012,20:00,11.662
7/3/2012,21:00,11.686
7/3/2012,22:00,11.637
7/3/2012,23:00,11.637
7/4/2012,0:00,11.613
7/4/2012,1:00,11.54
7/4/2012,2:00,11.492
7/4/2012,3:00,11.394
7/4/2012,4:00,11.321
7/4/2012,5:00,11.248
7/4/2012,6:00,11.175
7/4/2012,7:00,11.102
7/4/2012,8:00,11.078
7/4/2012,9:00,11.053
7/4/2012,10:00,11.078
7/4/2012,11:00,11.102
7/4/2012,12:00,11.127
7/4/2012,13:00,11.175
7/4/2012,14:00,11.224
7/4/2012,15:00,11.297
7/4/2012,16:00,11.346
7/4/2012,17:00,11.419
7/4/2012,18:00,11.467
7/4/2012,19:00,11.516
7/4/2012,20:00,11.516
7/4/2012,21:00,11.467
7/4/2012,22:00,11.394
7/4/2012,23:00,11.321
7/5/2012,0:00,11.273
7/5/2012,1:00,11.248
7/5/2012,2:00,11.2
7/5/2012,3:00,11.151
7/5/2012,4:00,11.102
7/5/2012,5:00,11.029
7/5/2012,6:00,10.98
7/5/2012,7:00,10.932
7/5/2012,8:00,10.883
7/5/2012,9:00,10.834
7/5/2012,10:00,10.81
7/5/2012,11:00,10.81
7/5/2012,12:00,10.834
7/5/2012,13:00,10.858
7/5/2012,14:00,10.883
7/5/2012,15:00,10.883
7/5/2012,16:00,10.883
7/5/2012,17:00,10.883
7/5/2012,18:00,10.907
7/5/2012,19:00,10.932
7/5/2012,20:00,10.932
7/5/2012,21:00,10.883
7/5/2012,22:00,10.834
7/5/2012,23:00,10.785
7/6/2012,0:00,10.712
7/6/2012,1:00,10.565
7/6/2012,2:00,10.32
7/6/2012,3:00,10.1
7/6/2012,4:00,9.928
7/6/2012,5:00,9.952
7/6/2012,6:00,9.928
7/6/2012,7:00,9.805
7/6/2012,8:00,9.805
7/6/2012,9:00,9.829
7/6/2012,10:00,9.977
7/6/2012,11:00,10.124
7/6/2012,12:00,10.271
7/6/2012,13:00,10.467
7/6/2012,14:00,10.59
7/6/2012,15:00,10.663
7/6/2012,16:00,10.81
7/6/2012,17:00,10.883
7/6/2012,18:00,10.932
7/6/2012,19:00,10.932
7/6/2012,20:00,10.907
7/6/2012,21:00,10.956
7/6/2012,22:00,11.005
7/6/2012,23:00,11.029
7/7/2012,0:00,11.102
7/7/2012,1:00,11.102
7/7/2012,2:00,11.078
7/7/2012,3:00,11.005
7/7/2012,4:00,10.932
7/7/2012,5:00,10.883
7/7/2012,6:00,10.858
7/7/2012,7:00,10.858
7/7/2012,8:00,10.81
7/7/2012,9:00,10.785
7/7/2012,10:00,10.761
7/7/2012,11:00,10.785
7/7/2012,12:00,10.81
7/7/2012,13:00,10.834
7/7/2012,14:00,10.956
7/7/2012,15:00,11.029
7/7/2012,16:00,11.102
7/7/2012,17:00,11.175
7/7/2012,18:00,11.273
7/7/2012,19:00,11.419
7/7/2012,20:00,11.467
7/7/2012,21:00,11.467
7/7/2012,22:00,11.467
7/7/2012,23:00,11.443
7/8/2012,0:00,11.321
7/8/2012,1:00,11.2
7/8/2012,2:00,11.127
7/8/2012,3:00,11.053
7/8/2012,4:00,10.956
7/8/2012,5:00,10.883
7/8/2012,6:00,10.834
7/8/2012,7:00,10.736
7/8/2012,8:00,10.492
7/8/2012,9:00,10.394
7/8/2012,10:00,10.369
7/8/2012,11:00,10.443
7/8/2012,12:00,10.565
7/8/2012,13:00,10.687
7/8/2012,14:00,10.907
7/8/2012,15:00,10.98
7/8/2012,16:00,11.102
7/8/2012,17:00,11.297
7/8/2012,18:00,11.273
7/8/2012,19:00,11.321
7/8/2012,20:00,11.346
7/8/2012,21:00,11.346
7/8/2012,22:00,11.297
7/8/2012,23:00,11.346
7/9/2012,0:00,11.394
7/9/2012,1:00,11.419
7/9/2012,2:00,11.37
7/9/2012,3:00,11.297
7/9/2012,4:00,11.224
7/9/2012,5:00,11.175
7/9/2012,6:00,11.127
7/9/2012,7:00,11.053
7/9/2012,8:00,10.98
7/9/2012,9:00,10.932
7/9/2012,10:00,10.932
7/9/2012,11:00,10.956
7/9/2012,12:00,11.029
7/9/2012,13:00,11.102
7/9/2012,14:00,11.224
7/9/2012,15:00,11.37
7/9/2012,16:00,11.565
7/9/2012,17:00,11.759
7/9/2012,18:00,11.88
7/9/2012,19:00,11.88
7/9/2012,20:00,11.88
7/9/2012,21:00,11.856
7/9/2012,22:00,11.783
7/9/2012,23:00,11.759
7/10/2012,0:00,11.686
7/10/2012,1:00,11.613
7/10/2012,2:00,11.589
7/10/2012,3:00,11.589
7/10/2012,4:00,11.492
7/10/2012,5:00,11.419
7/10/2012,6:00,11.37
7/10/2012,7:00,11.346
7/10/2012,8:00,11.297
7/10/2012,9:00,11.297
7/10/2012,10:00,11.127
7/10/2012,11:00,10.638
7/10/2012,12:00,10.001
7/10/2012,13:00,9.829
7/10/2012,14:00,9.854
7/10/2012,15:00,9.46
7/10/2012,16:00,9.139
7/10/2012,17:00,9.238
7/10/2012,18:00,9.287
7/10/2012,19:00,9.163
7/10/2012,20:00,9.213
7/10/2012,21:00,9.287
7/10/2012,22:00,9.188
7/10/2012,23:00,9.04
7/11/2012,0:00,9.064
7/11/2012,1:00,9.114
7/11/2012,2:00,9.064
7/11/2012,3:00,9.089
7/11/2012,4:00,9.114
7/11/2012,5:00,9.089
7/11/2012,6:00,9.114
7/11/2012,7:00,9.139
7/11/2012,8:00,9.188
7/11/2012,9:00,9.287
7/11/2012,10:00,9.386
7/11/2012,11:00,9.46
7/11/2012,12:00,9.534
7/11/2012,13:00,9.632
7/11/2012,14:00,9.731
7/11/2012,15:00,9.854
7/11/2012,16:00,9.952
7/11/2012,17:00,9.977
7/11/2012,18:00,10.026
7/11/2012,19:00,10.075
7/11/2012,20:00,10.051
7/11/2012,21:00,10.051
7/11/2012,22:00,10.026
7/11/2012,23:00,10.051
7/12/2012,0:00,10.026
7/12/2012,1:00,10.026
7/12/2012,2:00,10.026
7/12/2012,3:00,10.001
7/12/2012,4:00,9.977
7/12/2012,5:00,9.928
7/12/2012,6:00,9.879
7/12/2012,7:00,9.854
7/12/2012,8:00,9.854
7/12/2012,9:00,9.829
7/12/2012,10:00,9.805
7/12/2012,11:00,9.829
7/12/2012,12:00,9.854
7/12/2012,13:00,9.903
7/12/2012,14:00,9.952
7/12/2012,15:00,9.952
7/12/2012,16:00,9.952
7/12/2012,17:00,10.001
7/12/2012,18:00,10.001
7/12/2012,19:00,9.977
7/12/2012,20:00,9.952
7/12/2012,21:00,9.928
7/12/2012,22:00,9.854
7/12/2012,23:00,9.632
7/13/2012,0:00,9.509
7/13/2012,1:00,9.41
7/13/2012,2:00,9.312
7/13/2012,3:00,9.262
7/13/2012,4:00,9.262
7/13/2012,5:00,9.287
7/13/2012,6:00,9.312
7/13/2012,7:00,9.238
7/13/2012,8:00,9.262
7/13/2012,9:00,9.312
7/13/2012,10:00,9.336
7/13/2012,11:00,9.312
7/13/2012,12:00,9.361
7/13/2012,13:00,9.361
7/13/2012,14:00,9.386
7/13/2012,15:00,9.361
7/13/2012,16:00,9.336
7/13/2012,17:00,9.386
7/13/2012,18:00,9.386
7/13/2012,19:00,9.485
7/13/2012,20:00,9.583
7/13/2012,21:00,9.657
7/13/2012,22:00,9.682
7/13/2012,23:00,9.756
7/14/2012,0:00,9.805
7/14/2012,1:00,9.879
7/14/2012,2:00,9.879
7/14/2012,3:00,9.879
7/14/2012,4:00,9.829
7/14/2012,5:00,9.78
7/14/2012,6:00,9.78
7/14/2012,7:00,9.78
7/14/2012,8:00,9.829
7/14/2012,9:00,9.928
7/14/2012,10:00,10.001
7/14/2012,11:00,10.124
7/14/2012,12:00,10.222
7/14/2012,13:00,10.296
7/14/2012,14:00,10.32
7/14/2012,15:00,10.492
7/14/2012,16:00,10.59
7/14/2012,17:00,10.638
7/14/2012,18:00,10.565
7/14/2012,19:00,10.59
7/14/2012,20:00,10.492
7/14/2012,21:00,10.516
7/14/2012,22:00,10.541
7/14/2012,23:00,10.687
7/15/2012,0:00,10.712
7/15/2012,1:00,10.712
7/15/2012,2:00,10.663
7/15/2012,3:00,10.59
7/15/2012,4:00,10.565
7/15/2012,5:00,10.467
7/15/2012,6:00,10.443
7/15/2012,7:00,10.418
7/15/2012,8:00,10.394
7/15/2012,9:00,10.369
7/15/2012,10:00,10.345
7/15/2012,11:00,10.394
7/15/2012,12:00,10.418
7/15/2012,13:00,10.443
7/15/2012,14:00,10.443
7/15/2012,15:00,10.492
7/15/2012,16:00,10.492
7/15/2012,17:00,10.492
7/15/2012,18:00,10.492
7/15/2012,19:00,10.467
7/15/2012,20:00,10.418
7/15/2012,21:00,10.345
7/15/2012,22:00,10.271
7/15/2012,23:00,10.198
7/16/2012,0:00,10.149
7/16/2012,1:00,10.1
7/16/2012,2:00,10.075
7/16/2012,3:00,10.026
7/16/2012,4:00,9.977
7/16/2012,5:00,9.903
7/16/2012,6:00,9.78
7/16/2012,7:00,9.682
7/16/2012,8:00,9.657
7/16/2012,9:00,9.657
7/16/2012,10:00,9.756
7/16/2012,11:00,9.903
7/16/2012,12:00,10.149
7/16/2012,13:00,10.516
7/16/2012,14:00,10.932
7/16/2012,15:00,11.127
7/16/2012,16:00,11.492
7/16/2012,17:00,12.098
7/16/2012,18:00,12.074
7/16/2012,19:00,11.953
7/16/2012,20:00,12.292
7/16/2012,21:00,12.582
7/16/2012,22:00,12.871
7/16/2012,23:00,13.233
7/17/2012,0:00,13.112
7/17/2012,1:00,12.823
7/17/2012,2:00,12.751
7/17/2012,3:00,12.823
7/17/2012,4:00,12.751
7/17/2012,5:00,12.751
7/17/2012,6:00,12.582
7/17/2012,7:00,12.437
7/17/2012,8:00,12.364
7/17/2012,9:00,12.413
7/17/2012,10:00,12.509
7/17/2012,11:00,12.582
7/17/2012,12:00,12.534
7/17/2012,13:00,12.461
7/17/2012,14:00,12.582
7/17/2012,15:00,12.775
7/17/2012,16:00,12.678
7/17/2012,17:00,12.582
7/17/2012,18:00,12.582
7/17/2012,19:00,12.606
7/17/2012,20:00,12.751
7/17/2012,21:00,12.968
7/17/2012,22:00,12.992
7/17/2012,23:00,12.823
7/18/2012,0:00,12.703
7/18/2012,1:00,12.678
7/18/2012,2:00,12.654
7/18/2012,3:00,12.654
7/18/2012,4:00,12.606
7/18/2012,5:00,12.558
7/18/2012,6:00,12.485
7/18/2012,7:00,12.389
7/18/2012,8:00,12.316
7/18/2012,9:00,12.292
7/18/2012,10:00,12.316
7/18/2012,11:00,12.389
7/18/2012,12:00,12.437
7/18/2012,13:00,12.509
7/18/2012,14:00,12.582
7/18/2012,15:00,12.606
7/18/2012,16:00,12.775
7/18/2012,17:00,12.92
7/18/2012,18:00,13.185
7/18/2012,19:00,13.353
7/18/2012,20:00,13.281
7/18/2012,21:00,13.161
7/18/2012,22:00,13.112
7/18/2012,23:00,13.088
7/19/2012,0:00,13.257
7/19/2012,1:00,13.377
7/19/2012,2:00,13.425
7/19/2012,3:00,13.497
7/19/2012,4:00,13.401
7/19/2012,5:00,13.305
7/19/2012,6:00,13.185
7/19/2012,7:00,13.064
7/19/2012,8:00,12.968
7/19/2012,9:00,12.944
7/19/2012,10:00,13.016
7/19/2012,11:00,13.137
7/19/2012,12:00,13.185
7/19/2012,13:00,13.305
7/19/2012,14:00,13.618
7/19/2012,15:00,14.194
7/19/2012,16:00,14.792
7/19/2012,17:00,15.509
7/19/2012,18:00,15.748
7/19/2012,19:00,15.605
7/19/2012,20:00,15.342
7/19/2012,21:00,15.366
7/19/2012,22:00,15.652
7/19/2012,23:00,15.796
7/20/2012,0:00,15.7
7/20/2012,1:00,15.581
7/20/2012,2:00,15.605
7/20/2012,3:00,15.533
7/20/2012,4:00,15.366
7/20/2012,5:00,15.199
7/20/2012,6:00,15.103
7/20/2012,7:00,15.055
7/20/2012,8:00,15.031
7/20/2012,9:00,14.984
7/20/2012,10:00,14.96
7/20/2012,11:00,14.936
7/20/2012,12:00,14.936
7/20/2012,13:00,15.008
7/20/2012,14:00,15.151
7/20/2012,15:00,15.366
7/20/2012,16:00,15.557
7/20/2012,17:00,15.796
7/20/2012,18:00,15.891
7/20/2012,19:00,15.676
7/20/2012,20:00,15.629
7/20/2012,21:00,15.676
7/20/2012,22:00,15.748
7/20/2012,23:00,15.796
7/21/2012,0:00,15.772
7/21/2012,1:00,15.629
7/21/2012,2:00,15.414
7/21/2012,3:00,15.199
7/21/2012,4:00,15.055
7/21/2012,5:00,14.888
7/21/2012,6:00,14.721
7/21/2012,7:00,14.553
7/21/2012,8:00,14.433
7/21/2012,9:00,14.337
7/21/2012,10:00,14.337
7/21/2012,11:00,14.409
7/21/2012,12:00,14.481
7/21/2012,13:00,14.601
7/21/2012,14:00,14.768
7/21/2012,15:00,15.175
7/21/2012,16:00,15.581
7/21/2012,17:00,15.963
7/21/2012,18:00,16.129
7/21/2012,19:00,16.153
7/21/2012,20:00,16.058
7/21/2012,21:00,16.082
7/21/2012,22:00,16.177
7/21/2012,23:00,16.392
7/22/2012,0:00,16.487
7/22/2012,1:00,16.392
7/22/2012,2:00,16.272
7/22/2012,3:00,16.129
7/22/2012,4:00,15.963
7/22/2012,5:00,15.819
7/22/2012,6:00,15.676
7/22/2012,7:00,15.581
7/22/2012,8:00,15.509
7/22/2012,9:00,15.414
7/22/2012,10:00,15.318
7/22/2012,11:00,15.247
7/22/2012,12:00,15.247
7/22/2012,13:00,15.342
7/22/2012,14:00,13.016
7/22/2012,15:00,12.968
7/22/2012,16:00,12.775
7/22/2012,17:00,12.678
7/22/2012,18:00,12.823
7/22/2012,19:00,13.064
7/22/2012,20:00,13.064
7/22/2012,21:00,13.137
7/22/2012,22:00,13.161
7/22/2012,23:00,13.305
7/23/2012,0:00,13.353
7/23/2012,1:00,13.425
7/23/2012,2:00,13.522
7/23/2012,3:00,13.546
7/23/2012,4:00,13.522
7/23/2012,5:00,13.473
7/23/2012,6:00,13.353
7/23/2012,7:00,13.233
7/23/2012,8:00,13.209
7/23/2012,9:00,13.233
7/23/2012,10:00,13.233
7/23/2012,11:00,13.112
7/23/2012,12:00,13.016
7/23/2012,13:00,12.992
7/23/2012,14:00,13.016
7/23/2012,15:00,13.04
7/23/2012,16:00,13.016
7/23/2012,17:00,12.871
7/23/2012,18:00,12.751
7/23/2012,19:00,12.703
7/23/2012,20:00,12.678
7/23/2012,21:00,12.534
7/23/2012,22:00,12.413
7/23/2012,23:00,12.34
7/24/2012,0:00,12.195
7/24/2012,1:00,12.05
7/24/2012,2:00,11.88
7/24/2012,3:00,11.71
7/24/2012,4:00,11.589
7/24/2012,5:00,11.467
7/24/2012,6:00,11.346
7/24/2012,7:00,11.248
7/24/2012,8:00,11.175
7/24/2012,9:00,11.102
7/24/2012,10:00,11.102
7/24/2012,11:00,11.102
7/24/2012,12:00,11.151
7/24/2012,13:00,11.273
7/24/2012,14:00,11.492
7/24/2012,15:00,11.686
7/24/2012,16:00,11.904
7/24/2012,17:00,12.195
7/24/2012,18:00,12.461
7/24/2012,19:00,12.63
7/24/2012,20:00,12.63
7/24/2012,21:00,12.703
7/24/2012,22:00,12.775
7/24/2012,23:00,12.968
7/25/2012,0:00,13.04
7/25/2012,1:00,13.088
7/25/2012,2:00,13.088
7/25/2012,3:00,12.92
7/25/2012,4:00,12.896
7/25/2012,5:00,12.823
7/25/2012,6:00,12.775
7/25/2012,7:00,12.727
7/25/2012,8:00,12.63
7/25/2012,9:00,12.582
7/25/2012,10:00,12.534
7/25/2012,11:00,12.558
7/25/2012,12:00,12.751
7/25/2012,13:00,12.968
7/25/2012,14:00,13.185
7/25/2012,15:00,13.522
7/25/2012,16:00,13.834
7/25/2012,17:00,14.002
7/25/2012,18:00,14.625
7/25/2012,19:00,15.103
7/25/2012,20:00,15.175
7/25/2012,21:00,14.864
7/25/2012,22:00,14.697
7/25/2012,23:00,14.792
7/26/2012,0:00,15.055
7/26/2012,1:00,15.103
7/26/2012,2:00,15.031
7/26/2012,3:00,14.984
7/26/2012,4:00,14.912
7/26/2012,5:00,14.792
7/26/2012,6:00,14.673
7/26/2012,7:00,14.553
7/26/2012,8:00,14.433
7/26/2012,9:00,14.409
7/26/2012,10:00,14.457
7/26/2012,11:00,14.385
7/26/2012,12:00,14.337
7/26/2012,13:00,14.433
7/26/2012,14:00,14.697
7/26/2012,15:00,15.079
7/26/2012,16:00,15.39
7/26/2012,17:00,15.724
7/26/2012,18:00,16.058
7/26/2012,19:00,16.272
7/26/2012,20:00,16.344
7/26/2012,21:00,16.392
7/26/2012,22:00,16.677
7/26/2012,23:00,16.749
7/27/2012,0:00,16.368
7/27/2012,1:00,15.986
7/27/2012,2:00,15.939
7/27/2012,3:00,15.986
7/27/2012,4:00,15.915
7/27/2012,5:00,15.796
